GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,SLAM-seq-up,SLAM-seq-down,SLAM-seq-all,TTchem-seq-up,TTchem-seq-down,TTchem-seq-all,TT-seq-up,TT-seq-down,TT-seq-all,4sU-seq-up,4sU-seq-down,4sU-seq-all,MeRIP-seq-up,MeRIP-seq-down,MeRIP-seq-all,m1A-seq-up,m1A-seq-down,m1A-seq-all,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,m6Am-seq-up,m6Am-seq-down,m6Am-seq-all,mNET-seq-up,mNET-seq-down,mNET-seq-all,PRO-seq-up,PRO-seq-down,PRO-seq-all,all(check),all,unchange_RNA-seq,HN5_RNA-seq,unchange_SLAM-seq,HN5_SLAM-seq,unchange_TTchem-seq,HN5_TTchem-seq,unchange_TT-seq,HN5_TT-seq,unchange_4sU-seq,HN5_4sU-seq,unchange_MeRIP-seq,HN5_MeRIP-seq,unchange_m1A-seq,HN5_m1A-seq,unchange_Ribo-seq,HN5_Ribo-seq,unchange_m6Am-seq,HN5_m6Am-seq,unchange_mNET-seq,HN5_mNET-seq,unchange_PRO-seq,HN5_PRO-seq,Total_HN-score
MAML3,3,5,192,0,0,11,1,0,34,0,0,8,2,3,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,184,-2,11,0,33,1,8,0,26,-1,3,0,2,0,6,0,6,-1,4,0,24,0,-3
IGLV3-21,2,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,1,3,0,0,2,0,0,6,0,0,7,0,1,4,0,0,24,322,322,187,-1,11,0,34,0,8,0,31,0,2,-1,2,0,6,0,7,0,3,-1,24,0,-3
MINDY4,6,9,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
PNLIPRP1,0,2,192,0,0,11,0,0,34,1,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,1,0,24,322,322,190,-2,11,0,34,0,7,1,30,-1,3,0,2,0,6,0,7,0,2,-2,23,1,-3
PTCHD1,1,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,2,7,0,0,4,0,0,24,322,322,189,-1,11,0,34,0,8,0,31,0,3,0,2,0,6,0,5,-2,4,0,24,0,-3
DDI1,0,0,192,0,0,11,2,5,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,27,-3,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
KLRB1,0,0,192,0,0,11,0,3,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,1,0,24,322,322,192,0,11,0,31,-3,8,0,29,0,3,0,2,0,6,0,7,0,3,-1,23,1,-3
THEM5,4,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,3,24,322,322,183,-1,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,21,-3,-3
PTGES,3,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,184,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
THOC3,5,9,192,2,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,178,-4,9,2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
IGHV2-26,0,1,192,0,0,11,0,0,34,0,2,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,191,-1,11,0,34,0,6,-2,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLX1A,19,20,192,3,3,11,5,10,34,0,0,8,9,5,31,0,2,3,1,0,2,0,0,6,0,0,7,0,0,4,2,2,24,322,322,153,-1,5,0,19,-5,8,0,17,4,1,-2,1,1,6,0,7,0,4,0,20,0,-3
FZD6,1,3,192,0,0,11,0,0,34,0,1,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,11,0,34,0,7,-1,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
MIS18BP1,8,9,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,175,-1,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,6,-1,4,0,24,0,-3
SLCO6A1,2,2,192,0,0,11,0,3,34,1,0,8,0,0,31,0,0,3,0,0,2,0,1,6,1,2,7,1,0,4,0,0,24,322,322,188,0,11,0,31,-3,7,1,31,0,3,0,2,0,5,-1,4,-1,3,1,24,0,-3
KLHL31,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLCO2A1,1,1,192,0,0,11,0,3,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,0,11,0,31,-3,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLCO1B3-SLCO1B7,2,1,192,0,0,11,0,2,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,189,1,11,0,32,-2,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,23,-1,-3
DUSP23,8,8,192,0,0,11,0,2,34,0,0,8,1,6,31,0,0,3,0,0,2,0,0,6,2,0,7,0,0,4,3,1,24,322,322,176,0,11,0,32,-2,8,0,24,-5,3,0,2,0,6,0,5,2,4,0,20,2,-3
PTPN3,2,2,192,0,0,11,0,1,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,0,11,0,33,-1,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
TIGD4,2,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,186,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
KRT2,0,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,190,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
FIZ1,5,5,192,1,0,11,0,0,34,0,0,8,0,6,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,0,10,1,34,0,8,0,25,-6,3,0,1,1,6,0,7,0,4,0,23,1,-3
PLXNA4,2,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
TIMP4,2,3,192,0,1,11,0,2,34,0,0,8,1,3,31,0,0,3,0,0,2,0,0,6,3,0,7,0,0,4,0,0,24,322,322,187,-1,10,-1,32,-2,8,0,27,-2,3,0,2,0,6,0,4,3,4,0,24,0,-3
MGAT4C,0,4,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,188,-4,11,0,33,1,8,0,31,0,3,0,1,1,6,0,6,-1,4,0,24,0,-3
TK1,4,5,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,183,-1,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,23,-1,-3
KLHL38,0,2,192,0,0,11,0,1,34,0,0,8,0,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,-2,11,0,33,-1,8,0,30,-1,3,0,1,1,6,0,7,0,4,0,24,0,-3
PSORS1C1,8,9,192,0,0,11,0,5,34,0,1,8,4,3,31,1,0,3,0,0,2,0,1,6,1,0,7,2,0,4,1,1,24,322,322,175,-1,11,0,29,-5,7,-1,24,1,2,1,2,0,5,-1,6,1,2,2,22,0,-3
PXDNL,0,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,190,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
PSMA8,0,0,192,0,0,11,0,0,34,0,1,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,0,24,322,322,192,0,11,0,34,0,7,-1,31,0,3,0,2,0,6,0,7,0,2,-2,24,0,-3
KIF23,3,7,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,-4,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,-3
TEX26,0,5,192,0,0,11,0,1,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,187,-5,11,0,33,-1,8,0,29,2,3,0,2,0,6,0,7,0,4,0,23,1,-3
TEX30,4,5,192,0,1,11,1,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,-1,10,-1,33,1,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
DCP1B,5,8,192,0,0,11,1,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,-3,11,0,33,1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
MOB3C,3,6,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
KIR2DL1,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SNRK,6,5,192,0,0,11,0,0,34,0,0,8,0,4,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,181,1,11,0,34,0,8,0,27,-4,3,0,1,1,6,0,7,0,4,0,23,-1,-3
ASPM,4,7,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
PSMA2,8,4,192,1,2,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,2,7,0,3,4,1,4,24,322,322,180,4,8,-1,34,0,8,0,29,2,3,0,2,0,6,0,5,-2,1,-3,19,-3,-3
E2F6,5,4,192,0,0,11,1,0,34,0,0,8,0,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,1,11,0,33,1,8,0,26,-5,3,0,2,0,6,0,7,0,4,0,24,0,-3
PNPLA3,1,6,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,185,-5,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,-3
E2F3,3,6,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
MMGT1,6,7,192,0,0,11,0,1,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,-1,11,0,33,-1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
MNS1,0,3,192,0,1,11,0,1,34,1,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,1,24,322,322,189,-3,10,-1,33,-1,7,1,31,0,3,0,2,0,6,0,7,0,4,0,21,1,-3
CDS1,1,2,192,0,0,11,0,1,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-1,11,0,33,-1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
IGHV3OR16-8,0,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,2,24,322,322,191,-1,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,22,-2,-3
TFPI2,5,12,192,0,0,11,2,0,34,0,0,8,1,1,31,0,0,3,0,0,2,1,0,6,1,0,7,0,0,4,1,1,24,322,322,175,-7,11,0,32,2,8,0,29,0,3,0,2,0,5,1,6,1,4,0,22,0,-3
IGHV3OR16-13,1,1,192,0,0,11,0,0,34,0,1,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,0,24,322,322,190,0,11,0,34,0,7,-1,31,0,3,0,2,0,6,0,7,0,2,-2,24,0,-3
TFR2,3,6,192,0,1,11,2,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,-3,10,-1,32,2,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,23,1,-3
DZIP1L,7,6,192,1,0,11,0,0,34,0,0,8,0,4,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,179,1,10,1,34,0,8,0,27,-4,3,0,2,0,6,0,7,0,4,0,23,-1,-3
KLHDC1,3,8,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,1,6,0,0,7,0,0,4,1,1,24,322,322,181,-5,11,0,33,1,8,0,30,1,3,0,1,1,5,-1,7,0,4,0,22,0,-3
MX1,1,3,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-2,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
SMIM3,4,2,192,0,0,11,0,0,34,0,0,8,0,4,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,186,2,11,0,34,0,8,0,27,-4,3,0,2,0,6,0,7,0,4,0,23,-1,-3
PSMG1,5,6,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,0,0,24,322,322,181,-1,10,-1,34,0,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,24,0,-3
SLC47A2,0,0,192,0,0,11,0,3,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,31,-3,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
ARR3,1,6,192,0,0,11,2,3,34,0,0,8,3,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,185,-5,11,0,29,-1,8,0,28,3,3,0,2,0,6,0,7,0,4,0,22,0,-3
SIGLEC9,0,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,3,24,322,322,191,-1,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,20,-2,-3
CDA,3,0,192,0,1,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,1,1,7,0,1,4,0,2,24,322,322,189,3,10,-1,34,0,8,0,29,-2,3,0,2,0,6,0,5,0,3,-1,22,-2,-3
PLEKHG3,10,9,192,0,0,11,1,0,34,0,0,8,0,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,173,1,11,0,33,1,8,0,26,-5,3,0,2,0,6,0,7,0,4,0,24,0,-3
TMEM114,2,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,1,24,322,322,188,0,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,2,-2,23,-1,-3
C1orf105,6,11,192,0,0,11,4,4,34,3,0,8,8,6,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,3,24,322,322,175,-5,11,0,26,0,5,3,17,2,3,0,2,0,6,0,6,-1,4,0,20,-2,-3
TMEM121,5,5,192,3,2,11,0,0,34,0,1,8,2,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,0,6,1,34,0,7,-1,24,-3,3,0,2,0,6,0,7,0,4,0,24,0,-3
KRTAP22-1,2,5,192,0,0,11,0,1,34,0,1,8,2,1,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,0,24,322,322,185,-3,11,0,33,-1,7,-1,28,1,3,0,2,0,6,0,7,0,3,1,24,0,-3
KRTAP22-2,2,1,192,0,0,11,0,6,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,1,0,4,0,0,24,322,322,189,1,11,0,28,-6,8,0,31,0,3,0,2,0,6,0,6,1,3,1,24,0,-3
MYO18B,1,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,0,24,322,322,187,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,23,1,-3
SLC22A9,0,1,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,191,-1,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
SLC20A2,5,8,192,0,0,11,1,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,-3,11,0,32,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLC18B1,5,2,192,0,0,11,0,1,34,0,0,8,1,5,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,185,3,11,0,33,-1,8,0,25,-4,3,0,2,0,6,0,6,-1,4,0,24,0,-3
SLC18A3,1,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
MEOX2,1,2,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,189,-1,11,0,34,0,8,0,30,-1,3,0,2,0,6,0,6,-1,4,0,24,0,-3
KRTAP20-4,8,10,192,0,0,11,5,5,34,0,0,8,1,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,174,-2,11,0,24,0,8,0,28,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
MYO1D,3,0,192,0,0,11,0,5,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,189,3,11,0,29,-5,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
DEFB108B,4,6,192,0,0,11,1,4,34,0,0,8,4,2,31,0,0,3,0,1,2,0,0,6,0,0,7,0,1,4,3,1,24,322,322,182,-2,11,0,29,-3,8,0,25,2,3,0,1,-1,6,0,7,0,3,-1,20,2,-3
KRTAP6-2,2,4,192,0,0,11,0,1,34,1,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,0,24,322,322,186,-2,11,0,33,-1,7,1,30,1,3,0,2,0,6,0,7,0,2,-2,24,0,-3
MYO1E,10,9,192,0,1,11,0,1,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,173,1,10,-1,33,-1,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,24,0,-3
MEIS1,6,2,192,0,0,11,0,0,34,0,0,8,1,8,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,4,11,0,34,0,8,0,22,-7,3,0,2,0,6,0,7,0,4,0,24,0,-3
CD69,1,4,192,0,0,11,0,1,34,0,0,8,4,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,187,-3,11,0,33,-1,8,0,25,2,3,0,2,0,6,0,7,0,4,0,23,-1,-3
EPYC,0,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,190,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
TMEM17,1,5,192,1,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,2,7,0,0,4,1,0,24,322,322,186,-4,10,1,34,0,8,0,30,1,3,0,2,0,6,0,5,-2,4,0,23,1,-3
SIPA1,2,5,192,0,1,11,1,0,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,185,-3,10,-1,33,1,8,0,29,0,3,0,2,0,6,0,7,0,4,0,22,0,-3
MEGF6,0,2,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,-2,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
CHSY3,2,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,0,0,24,322,322,186,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,3,-1,24,0,-3
METTL18,5,6,192,2,0,11,1,0,34,0,0,8,0,5,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,-1,9,2,33,1,8,0,26,-5,3,0,2,0,6,0,7,0,4,0,24,0,-3
TMEM106B,3,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,184,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
C16orf54,0,4,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,-4,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
KRTAP10-6,0,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,3,24,322,322,192,0,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,-3,-3
ODR4,3,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,184,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
IGFL3,7,12,192,0,0,11,1,0,34,1,2,8,1,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,5,1,24,322,322,173,-5,11,0,33,1,5,-1,27,-2,3,0,2,0,6,0,7,0,4,0,18,4,-3
NT5C1B-RDH14,0,1,192,0,0,11,1,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,2,4,0,0,24,322,322,191,-1,11,0,32,0,8,0,31,0,3,0,2,0,6,0,7,0,2,-2,24,0,-3
IGFL2,14,18,192,1,0,11,0,0,34,1,0,8,1,1,31,0,0,3,0,1,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,160,-4,10,1,34,0,7,1,29,0,3,0,1,-1,6,0,7,0,4,0,24,0,-3
EPHX3,5,12,192,0,1,11,4,4,34,0,2,8,9,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,175,-7,10,-1,26,0,6,-2,20,7,3,0,2,0,6,0,7,0,4,0,24,0,-3
CDC45,5,8,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,0,0,24,322,322,179,-3,11,0,34,0,8,0,30,1,3,0,2,0,5,-1,7,0,4,0,24,0,-3
C16orf96,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLC35A1,6,8,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,178,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,-3
C17orf78,0,0,192,0,0,11,2,4,34,0,1,8,1,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,28,-2,7,-1,28,-1,3,0,1,1,6,0,7,0,4,0,24,0,-3
MYLK4,0,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,-3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,-3
KRTAP10-4,2,2,192,0,0,11,0,0,34,0,2,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,0,0,24,322,322,188,0,11,0,34,0,6,-2,31,0,3,0,2,0,6,0,7,0,3,-1,24,0,-3
PLK3,4,8,192,0,0,11,2,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,-4,11,0,32,2,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,-3
RAB24,7,9,192,0,0,11,1,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,176,-2,11,0,33,1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,23,-1,-3
TMC3,1,0,192,0,0,11,1,4,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,191,1,11,0,29,-3,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,-3
AURKA,8,9,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,0,0,24,322,322,175,-1,11,0,34,0,8,0,30,-1,3,0,2,0,5,-1,7,0,4,0,24,0,-3
KRTAP12-1,1,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,1,1,24,322,322,188,-2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,3,-1,22,0,-3
TMCO6,8,7,192,0,2,11,1,1,34,0,0,8,0,3,31,0,0,3,0,0,2,0,0,6,1,1,7,0,0,4,1,0,24,322,322,177,1,9,-2,32,0,8,0,28,-3,3,0,2,0,6,0,5,0,4,0,23,1,-3
C19orf12,7,1,192,0,0,11,1,0,34,0,0,8,0,10,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,6,11,0,33,1,8,0,21,-10,3,0,2,0,6,0,7,0,4,0,24,0,-3
SLC27A3,5,5,192,0,3,11,0,1,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,0,8,-3,33,-1,8,0,28,1,3,0,2,0,6,0,7,0,4,0,24,0,-3
